text,label,seed
How long do I have to leave my house to get to the doctor's appointment at 2pm on Monday?,3,what time do i need to leave my house to get to my doctor 's appointment on monday at 2 pm ?
ll make it home at six o'clock,2,will i make it home by six
"When I leave the house now, tell me how to get to the savannah quickest.",0,"if i leave home now , tell me the fastest way to drive to savannah ."
Are there traffic obstructions due to road works?,6,are there any traffic delays due to road construction
Can I ride my bike in Fort Collins this morning because of the road conditions?,5,can i drive the bike in fort collins this morning due to the road conditions
Is there flooding on the way to Delta Park from my house?,5,is there any flooding on the way to delta park from my house ?
Distance from home to the cinema,1,distance from home to movie theatre
how many miles is it from atlanta to savannah,1,how many miles is it from atlanta to savannah
"Up-to-date traffic reports, please",6,latest traffic news please
Can I get from here to galveston before 6 p.m.?,2,can i get from here to galveston before 6 pm ?
can I get to Wall Street by taxi until 23: 00?,2,can i get to wall street by 11 : 00 pm with taxi ?
what is the traffic on the fl turntable today,6,what is the traffic on the fl turnpike today
Can I arrive on time for my breakfast meeting if I leave in 5 minutes?,2,can i get to my breakfast meeting on time if i leave in 5 minutes ?
What do you do to avoid traffic?,0,what is the route to take to avoid traffic
What is my quickest route to a Walmart?,0,what is my quickest route to a walmart
how is the traffic from los angeles to san francisco,6,what is the traffic like driving from los angeles to san francisco
"If I leave Texas Stadium at 10: 30 p.m., when will I get home?",2,"if i leave texas stadium at 10 : 30 pm , what time will i get home"
when should I leave the hair salon kris to get to heba's wedding before 7pm?,3,what time should i leave kris hair salon to reach heba 's wedding before 7 pm ?
How long is my journey home from spokane,4,how long is my drive home from spokane
How much time should I take to make it to the jubilee centre by five o'clock?,3,what time should i leave to make it to the jubilee center by five
When should I leave Chris's house to get to work at 9am on Friday morning?,3,what time should i depart from chris ' house to get to work by 9 am on friday morning ?
"how far is it from the salt lake town, ut to portland, oregon",1,"how far is it from salt lake city , ut to portland , oregon"
Tell me when I get to jim's when I go now.,2,tell me when will i arrive at jim 's if i leave now .
Is there snow on my way to the flagpole?,5,is there snow on my route to flagstaff ?
How long will it take to get to work this morning?,4,how long will it take me to get to work this morning
How secure is the Las Vegas Strip at the moment?,6,how backed up is the las vegas strip right now ?
How long does the journey from Philadelphia to Boston take?,4,what 's the drive time from philly to boston
Traffic is heavy to the fuselage,6,is the traffic heavy to hull
How long does it take to get home?,4,how long is drive home
What is the distance between Minneapolis and San Francisco?,1,what 's the distance between minneapolis and san francisco
How much time should I take from work if I want to get home at 4pm?,3,what time should i leave work if i want to get home at 4 pm
What is a scenic route to see the ocean in California?,0,what is a scenic route to view ocean in california
"My brother wants to meet in his house at 10 p.m., when should I leave my sisters on the 88 freeway?",3,my brother wants to meet at his house at 10 pm when should i leave my sisters using highway 88
Are there icy roads on the way to my massage appointment?,5,are there any icy roads on the way to my massage appointment ?
Did the rain cause flooding on my way home?,5,has the rain caused any flooding on my route home ?
Time to cross the Golden Gate Bridge from Oakland to San Francisco,4,time it would take to get from oakland to san francisco via the golden gate bridge
How long will it take to get to Joe's house when I leave at 8am?,4,how long will it take to get to joe 's house if i leave at 8 am
What time should I take to come to the Jubilee Concert tomorrow at 5.30 p.m.,3,what time should i leave to make it to the cheer concert by 5 : 30 pm tomorrow ?
How long is my way home tonight,4,how long is my commute home tonight
Can I get to my girlfriend by 5pm?,2,will i make it to my girlfriend 's by 5 pm ?
Can I get to London at 5am?,2,can i get to london by 5
Fastest route home,0,fastest route home
how long do I get to the edc-rave when I cycle along las vegas boulevard?,4,how long will i get to the edc rave if i drive along the las vegas boulevard ?
What are the road conditions like?,5,how are road conditions
When should I go to get into town by noon?,3,when should i leave to get to town by noon
Distance from home to the cinema,1,distance from home to movie theatre
Roads are slippery,5,are the roads slick
What's the weather like for driving today?,5,what is the weather like for driving today ?
Time to cross the Golden Gate Bridge from Oakland to San Francisco,4,time it would take to get from oakland to san francisco via the golden gate bridge
Are the roads icy on the ground?,5,are the local roads icy ?
How much of this travel time is a construction-related delay?,4,how much of this travel time is a delay because of construction ?
"How many miles from here to Iselin, new jersey?",1,"how many miles from here to iselin , new jersey ?"
Can I get from here to galveston before 6 p.m.?,2,can i get from here to galveston before 6 pm ?
How long do I have to go to make it to the Houston Rockets game by 8 p.m.?,3,what time will i need to leave to make it to the houston rocket 's game by 8 p.m . ?
How long do I have to leave my house to get to the doctor's appointment at 2pm on Monday?,3,what time do i need to leave my house to get to my doctor 's appointment on monday at 2 pm ?
Fastest way to hospital,0,fastest route to hospital
"how far from my house to seguin, tx",1,"how far from my house to seguin , tx"
How long is my way home tonight,4,how long is my commute home tonight
How long is it to walk around this structure?,4,how long is it to go around this construction
How long would it take me to go to walmart,4,how long would it take me to go to walmart
